epoch,train_loss,val_loss,val_f1,val_precision,val_recall,val_threshold
0,2.2549200736182877,2.804630732536316,0.5911592841148376,0.5591264963150024,0.6270853877067566,0.44999998807907104
1,2.0366852140146965,7.68747045993805,0.1562601774930954,0.9613198041915894,0.08504175394773483,0.05000000074505806
2,1.9211165716221605,4.221420788764954,0.5090163350105286,0.8251054883003235,0.3680284917354584,0.05000000074505806
3,1.8977345322583778,5.62446141242981,0.5353813767433167,0.667996883392334,0.44669947028160095,0.09999999403953552
4,1.8198559714202658,5.93008782863617,0.3203328847885132,0.49848392605781555,0.23599253594875336,0.05000000074505806
5,1.8521638084366874,4.639752388000488,0.4506288468837738,0.8284655213356018,0.3094833493232727,0.05000000074505806
6,1.8683702442303431,3.0832661628723144,0.6585052609443665,0.8450976610183716,0.5394073724746704,0.05000000074505806
7,1.7561299629574996,5.812028002738953,0.31258881092071533,0.946431040763855,0.18721050024032593,0.05000000074505806
8,1.7196617941003391,6.2465019702911375,0.36794206500053406,0.8432827591896057,0.23530538380146027,0.05000000074505806
9,1.73208533633839,6.6743550300598145,0.2237509787082672,0.8223994374275208,0.12949083745479584,0.05000000074505806
10,1.68914747657664,5.851904511451721,0.40188753604888916,0.9095851182937622,0.25792378187179565,0.05000000074505806
11,1.6847994743554124,4.524301505088806,0.35579714179039,0.867432713508606,0.223796084523201,0.05000000074505806
12,1.680417722096541,2.8345973968505858,0.6562687754631042,0.7354379296302795,0.5924879908561707,0.05000000074505806
13,1.6779392608100019,3.563573956489563,0.5358039140701294,0.7921759486198425,0.40479880571365356,0.05000000074505806
14,1.6697431262637163,3.89613790512085,0.45254915952682495,0.810614287853241,0.31389516592025757,0.05000000074505806
15,1.6484758285832894,2.616988492012024,0.6719582676887512,0.7240038514137268,0.6268936395645142,0.05000000074505806
16,1.7019018179510346,5.394399869441986,0.5332828760147095,0.7409270405769348,0.416546106338501,0.05000000074505806
17,1.667085909948321,3.0760030508041383,0.5253699421882629,0.8906974792480469,0.3725608289241791,0.05000000074505806
18,1.633984554373274,8.142135381698608,0.12784744799137115,0.9529421925544739,0.06852007657289505,0.05000000074505806
19,1.6084929991327772,4.116847562789917,0.553081214427948,0.8533778786659241,0.4091165363788605,0.05000000074505806
20,1.6095761286198569,2.9071045875549317,0.6820184588432312,0.6724122166633606,0.6919031739234924,0.05000000074505806
21,1.6562665363560674,4.177342200279236,0.5130458474159241,0.6409814357757568,0.4276832044124603,0.05000000074505806
22,1.6575295388523785,4.793152165412903,0.3739672303199768,0.9269458055496216,0.23423315584659576,0.05000000074505806
23,1.6137404597399871,5.937608027458191,0.2991783022880554,0.8937973976135254,0.1796572357416153,0.05000000074505806
24,1.5843808084638937,6.076696753501892,0.39650049805641174,0.8705801367759705,0.25670841336250305,0.05000000074505806
25,1.620991381906694,4.073329138755798,0.4179188311100006,0.9155579209327698,0.2707540988922119,0.05000000074505806
26,1.6514767745722774,2.8222968339920045,0.5424151420593262,0.6591535210609436,0.4608050584793091,0.05000000074505806
27,1.5737356391470454,6.499230289459229,0.4507230520248413,0.8976340293884277,0.30090802907943726,0.05000000074505806
28,1.5852042408632743,5.028247666358948,0.36848288774490356,0.921822726726532,0.230263352394104,0.05000000074505806
29,1.5762757456197767,2.415498697757721,0.6996544599533081,0.6875320672988892,0.7122119665145874,0.09999999403953552
30,1.5935620913757258,5.5284908533096315,0.33540526032447815,0.7975523471832275,0.212354838848114,0.05000000074505806
31,1.5634775355764148,3.7630070209503175,0.5171418786048889,0.719031572341919,0.40377098321914673,0.05000000074505806
32,1.576580764611096,2.591273808479309,0.6801439523696899,0.6637089848518372,0.697413444519043,0.05000000074505806
33,1.5502030185240805,8.45790901184082,0.07738301157951355,0.912972629070282,0.040403805673122406,0.05000000074505806
34,1.5548508550065003,3.6795604944229128,0.4801349937915802,0.8796834945678711,0.33017218112945557,0.05000000074505806
35,1.5578691805562666,2.6635693192481993,0.7057474851608276,0.7364507913589478,0.6775017976760864,0.14999999105930328
36,1.5399341259883645,5.7100996494293215,0.37398600578308105,0.9106254577636719,0.23531363904476166,0.05000000074505806
37,1.534389314938151,5.814065051078797,0.3156120479106903,0.9249802231788635,0.19026635587215424,0.05000000074505806
38,1.5250243186251509,4.474004173278809,0.38341256976127625,0.8973503112792969,0.2437882125377655,0.05000000074505806
39,1.5259662399893283,4.962831521034241,0.3790265917778015,0.9121877551078796,0.2392110377550125,0.05000000074505806
40,1.5548028715195195,2.916359853744507,0.6218611598014832,0.73038250207901,0.5414166450500488,0.05000000074505806
41,1.5167960736059374,2.7224079847335814,0.6636894345283508,0.726840078830719,0.6106350421905518,0.05000000074505806
42,1.601323916940046,4.021434783935547,0.46108120679855347,0.8887114524841309,0.3112931251525879,0.05000000074505806
43,1.5384723051202611,3.9545123100280763,0.4535859525203705,0.8419636487960815,0.3104040324687958,0.05000000074505806
44,1.512983542907972,3.596396017074585,0.5622400045394897,0.7957053780555725,0.4346969425678253,0.05000000074505806
45,1.5113520655464217,6.255246829986572,0.45137304067611694,0.7911010384559631,0.31576982140541077,0.05000000074505806
46,1.4822069369802726,8.189996194839477,0.09963998943567276,0.9472165703773499,0.05258580669760704,0.05000000074505806
